Gene dn_damaging_DD dn_lof_DD X1 X2 BF qvalue
CATSPER2P1 0 0 0.999980729074914 0.906850828553527 0.906833352699145 0.777886705550815
MACC1-AS1 0 0 0.999980729074914 0.906845372497951 0.906827896748712 0.778001201784911
LINC00271 0 0 0.999980729074914 0.906825583019374 0.906808107651498 0.778115564663572
DNAJC9-AS1 0 0 0.999980729074914 0.906712126954931 0.906694653773457 0.778229795951753
C21orf91-OT1 0 0 0.999980729074914 0.906699405602426 0.906681932666105 0.778343894233488
FGF14-IT1 0 0 0.999980729074914 0.906584268726351 0.906566798008824 0.778457861413964
SOCS2-AS1 0 0 0.999980729074914 0.90653639706709 0.906518927272095 0.778571696624309
LINC00502 0 0 0.999980729074914 0.906527920456672 0.906510450825029 0.778685399452317
LINC00239 0 0 0.999980729074914 0.906497990029954 0.906480520975098 0.778798970478797
LINC00035 0 0 0.999980729074914 0.906475300245257 0.906457831627653 0.778912409815656
CPB2-AS1 0 0 0.999980729074914 0.906449138546419 0.906431670432976 0.779025717748992
FAHD2CP 0 0 0.999980729074914 0.906449138546419 0.906431670432976 0.77913889408194
LINC00624 0 0 0.999980729074914 0.906449138546419 0.906431670432976 0.779251939043638
LCE1A 0 0 0.999980729074914 0.906416730560319 0.906399263071408 0.779364853389527
LINC00113 0 0 0.999980729074914 0.906386524919761 0.90636905801294 0.779477637310985
ZFHX4-AS1 0 0 0.999980729074914 0.906323165267277 0.906305699581455 0.779590291573051
EMX2OS 0 0 0.999980729074914 0.906225334378746 0.906207870578216 0.779702816960376
LINC00589 0 0 0.999980729074914 0.906222789278354 0.90620532552687 0.779815212151263
MTOR-AS1 0 0 0.999980729074914 0.906217896416047 0.906200432758853 0.779927477409674
PTCSC3 0 0 0.999980729074914 0.906205766329216 0.90618830290578 0.780039613078169
VWA8-AS1 0 0 0.999980729074914 0.906200953338282 0.906183490007597 0.780151619262871
LINC00477 0 0 0.999980729074914 0.906197058584262 0.906179595328633 0.780263496173201
MFI2-AS1 0 0 0.999980729074914 0.906180726388419 0.906163263447526 0.780375244234087
CECR7 0 0 0.999980729074914 0.906165242890211 0.9061477802477 0.780486863654735
NAPA-AS1 0 0 0.999980729074914 0.905986014606621 0.905968555418004 0.780598357302665
LINC00520 0 0 0.999980729074914 0.905920240915602 0.905902782994506 0.780709723563578
PMCHL1 0 0 0.999980729074914 0.905879490353286 0.90586203321749 0.780820962253732
DSCAM-IT1 0 0 0.999980729074914 0.905826830571988 0.905809374450995 0.780932073785381
TMPRSS4-AS1 0 0 0.999980729074914 0.905780334236781 0.905762879011815 0.781043058278558
MTRNR2L1 0 0 0.999980729074914 0.905773902885619 0.905756447784592 0.781153915306945
MTRNR2L3 0 0 0.999980729074914 0.905773902885619 0.905756447784592 0.781264644986649
MTRNR2L8 0 0 0.999980729074914 0.905773902885619 0.905756447784592 0.781375247536985
SERTM1 0 0 0.999980729074914 0.905763112479419 0.905745657586332 0.781485723350272
MLIP-IT1 0 0 0.999980729074914 0.905745377851654 0.905727923300331 0.78159607275612
LCE1B 0 0 0.999980729074914 0.905722339855369 0.905704885748009 0.781706296057028
PLCE1-AS1 0 0 0.999980729074914 0.9056273199196 0.905609867643362 0.781816394625149
LINC00472 0 0 0.999980729074914 0.905582344516699 0.905564893107179 0.781926367871811
CACNA1C-AS4 0 0 0.999980729074914 0.905561572577398 0.905544121568172 0.782036215624017
FAM86C2P 0 0 0.999980729074914 0.905530548454029 0.905513098042666 0.782145938261316
NPPA-AS1 0 0 0.999980729074914 0.905516997646351 0.905499547496125 0.782255535718341
LHFPL3-AS2 0 0 0.999980729074914 0.905504068673867 0.905486618772794 0.782365008199611
LOC643714 0 0 0.999980729074914 0.905464385325956 0.905446936189618 0.782474356347131
PXN-AS1 0 0 0.999980729074914 0.905461705215689 0.905444256131 0.782583579782057
DEFB124 0 0 0.999980729074914 0.905450635441574 0.905433186570209 0.782692678851755
VWC2L-IT1 0 0 0.999980729074914 0.905422023746299 0.905404575426308 0.782801654048963
EMCN-IT3 0 0 0.999980729074914 0.905405016016992 0.905387568024756 0.782910505400098
LINC00348 0 0 0.999980729074914 0.905366571001022 0.905349123749657 0.78301923345859
ENTPD3-AS1 0 0 0.999980729074914 0.905324972708442 0.905307526258714 0.783127838485111
LINC00353 0 0 0.999980729074914 0.905324972708442 0.905307526258714 0.783236320026668
LINC00601 0 0 0.999980729074914 0.905324972708442 0.905307526258714 0.783344678293745
MIR31HG 0 0 0.999980729074914 0.905264329825357 0.905246884544273 0.783452914461539
PITRM1-AS1 0 0 0.999980729074914 0.905233121388204 0.905215676708536 0.783561028269727
LARS2-AS1 0 0 0.999980729074914 0.905198160629261 0.905180716623319 0.783669019986178
DACT3-AS1 0 0 0.999980729074914 0.905166752090658 0.905149308689988 0.78377688976209
CLDN10-AS1 0 0 0.999980729074914 0.905145791549116 0.905128348552375 0.783884637638815
LINC00669 0 0 0.999980729074914 0.905127557906132 0.90511011526077 0.783992263780151
SFTA1P 0 0 0.999980729074914 0.90508789125378 0.905070449372831 0.784099768732752
IGSF11-AS1 0 0 0.999980729074914 0.905032548132532 0.905015107318097 0.784207152950776
LEMD1-AS1 0 0 0.999980729074914 0.905029728940282 0.905012288180175 0.784314415806778
PRRT3-AS1 0 0 0.999980729074914 0.90502641905659 0.905008978360267 0.784421557514225
SMIM6 0 0 0.999980729074914 0.90501283199672 0.904995391562232 0.784528578440989
CCDC13-AS1 0 0 0.999980729074914 0.905000773806569 0.904983333604454 0.784635478767368
LINC00277 0 0 0.999980729074914 0.905000299667955 0.904982859474977 0.784742258514297
RPL23AP53 0 0 0.999980729074914 0.904993083906961 0.904975643853037 0.784848917992204
FAM222A-AS1 0 0 0.999980729074914 0.904979541237259 0.904962101444315 0.784955457504264
AQP7P1 0 0 0.999980729074914 0.904942408789516 0.904924969712149 0.785061877625414
DIP2A-IT1 0 0 0.999980729074914 0.904922074730197 0.904904636044686 0.785168178292255
LINC00483 0 0 0.999980729074914 0.904898165606611 0.904880727381851 0.785274359762698
LINC00642 0 0 0.999980729074914 0.904869842809665 0.904852405130711 0.785380422307288
RAPGEF4-AS1 0 0 0.999980729074914 0.904869842809665 0.904852405130711 0.785486365680479
LINC00861 0 0 0.999980729074914 0.904861381966598 0.904843944450693 0.785592190216164
CERS6-AS1 0 0 0.999980729074914 0.904835267397323 0.90481783038467 0.785697896392075
LINC00351 0 0 0.999980729074914 0.904821727117192 0.904804290365472 0.785803484209695
LINC00366 0 0 0.999980729074914 0.90481664738186 0.904799210728032 0.78590895373513
OTX2-AS1 0 0 0.999980729074914 0.904769207113553 0.904751771373943 0.786014305832353
TMED11P 0 0 0.999980729074914 0.904748615671596 0.904731180328802 0.786119540277258
PRICKLE2-AS3 0 0 0.999980729074914 0.904730401835765 0.904712966843968 0.786224657230066
JAZF1-AS1 0 0 0.999980729074914 0.904729556351438 0.904712121375934 0.786329656615644
RMDN2-AS1 0 0 0.999980729074914 0.904672528426273 0.90465509454975 0.786434539511372
WDFY3-AS2 0 0 0.999980729074914 0.904672528426273 0.90465509454975 0.786539305219508
CT49 0 0 0.999980729074914 0.904648203465226 0.904630770057468 0.786643954317027
ALDH1L1-AS1 0 0 0.999980729074914 0.904646419371827 0.90462898599845 0.786748486646585
LINC00482 0 0 0.999980729074914 0.904632881951114 0.904615448838615 0.786852902587287
LINC00578 0 0 0.999980729074914 0.904616365626099 0.904598932831886 0.786957202380304
PLGLA 0 0 0.999980729074914 0.904611084773469 0.904593652081023 0.787061386044315
CFL1P1 0 0 0.999980729074914 0.904584977513291 0.904567545323956 0.787165454098322
LINC00442 0 0 0.999980729074914 0.904571441022874 0.904554009094399 0.787269406539256
RPL32P3 0 0 0.999980729074914 0.904564228721681 0.904546796932194 0.787373243461431
RPL34-AS1 0 0 0.999980729074914 0.904564228721681 0.904546796932194 0.787476964945117
MYCBP2-AS1 0 0 0.999980729074914 0.904559293489599 0.904541861795218 0.787580571259559
CCDC162P 0 0 0.999980729074914 0.904533187741816 0.904515756550517 0.78768406292608
LINC00326 0 0 0.999980729074914 0.904525009888794 0.90450757885509 0.787787439856689
ACTN1-AS1 0 0 0.999980729074914 0.904482603913407 0.904465173696905 0.7878907027744
MEIS1-AS3 0 0 0.999980729074914 0.904469068973055 0.904451639017384 0.787993851420237
ERICH1-AS1 0 0 0.999980729074914 0.904467149773106 0.90444971985442 0.788096885803748
LINC-ROR 0 0 0.999980729074914 0.904458270313296 0.904440840565725 0.788199806222762
CACTIN-AS1 0 0 0.999980729074914 0.904441046716043 0.904423617300387 0.788302612995914
LINC00028 0 0 0.999980729074914 0.904441046716043 0.904423617300387 0.788405306044759
ZNF487P 0 0 0.999980729074914 0.904441046716043 0.904423617300387 0.788507885557896
EGFLAM-AS4 0 0 0.999980729074914 0.904430276720326 0.904412847512217 0.788610351890286
NAV2-AS4 0 0 0.999980729074914 0.904429431519791 0.90441200232797 0.78871270507581
SNN 0 0 0.999980729074914 0.904366531233577 0.904349103253903 0.788814946261714
C5orf56 0 0 0.999980729074914 0.904314359915183 0.904296932940898 0.788917075467453
CACNA1C-AS1 0 0 0.999980729074914 0.904314359915183 0.904296932940898 0.789019092072085
LINC00588 0 0 0.999980729074914 0.904314359915183 0.904296932940898 0.789120996261724
NOP14-AS1 0 0 0.999980729074914 0.904314359915183 0.904296932940898 0.78922278822208
GCSAML-AS1 0 0 0.999980729074914 0.904300827522262 0.904283400808759 0.789324468347205
LINC00379 0 0 0.999980729074914 0.904141018723012 0.904123595089173 0.789426039076919
NAALADL2-AS3 0 0 0.999980729074914 0.904111826865428 0.904094403794143 0.789527498578915
LINC00029 0 0 0.999980729074914 0.904109485788827 0.904092062762657 0.789628846623009
POU6F2-AS1 0 0 0.999980729074914 0.9041067583319 0.904089335358291 0.789730083398767
LINC00656 0 0 0.999980729074914 0.904040465041867 0.904023043345791 0.789831210067305
MATN1-AS1 0 0 0.999980729074914 0.904040465041867 0.904023043345791 0.789932225790513
LINC00251 0 0 0.999980729074914 0.904035397295021 0.904017975696604 0.790033130828744
MLLT11 0 0 0.999980729074914 0.904025713683773 0.904008292271968 0.790133925434842
LINC00173 0 0 0.999980729074914 0.904022265630641 0.904004844285284 0.790234609694518
FAM205B 0 0 0.999980729074914 0.90401671643757 0.903999295199151 0.790335183821203
MRPL23-AS1 0 0 0.999980729074914 0.904003581277754 0.903986160292461 0.790435648111962
GLYCAM1 0 0 0.999980729074914 0.903982647989626 0.903965227407737 0.79053600286646
AP1B1P1 0 0 0.999980729074914 0.903885830163401 0.903868411447281 0.790636249426591
SLC9A9-AS1 0 0 0.999980729074914 0.903859744081679 0.903842325868263 0.79073638688682
LOC284998 0 0 0.999980729074914 0.903846218572205 0.903828800619437 0.790836415233624
LINC00210 0 0 0.999980729074914 0.903825207721851 0.903807790173981 0.790936334760049
DCTN1-AS1 0 0 0.999980729074914 0.903806608737461 0.903789191548012 0.791036145607239
LINC00305 0 0 0.999980729074914 0.903806608737461 0.903789191548012 0.791135847668765
MIR100HG 0 0 0.999980729074914 0.903790952272493 0.903773535384758 0.791235441361409
PPP2R2B-IT1 0 0 0.999980729074914 0.903764946054338 0.903747529667767 0.791334927020073
SFTA2 0 0 0.999980729074914 0.90373410413444 0.903716688342221 0.79143430489484
LMCD1-AS1 0 0 0.999980729074914 0.90371961607517 0.903702200562149 0.791533574912269
SLFNL1-AS1 0 0 0.999980729074914 0.903707058044766 0.903689642773751 0.791632737218815
LINC00534 0 0 0.999980729074914 0.90369353484712 0.903676119836709 0.791731792004692
LINC00865 0 0 0.999980729074914 0.90369353484712 0.903676119836709 0.791830739239227
NEURL3 0 0 0.999980729074914 0.903667454380679 0.903650039872862 0.791929579494154
LINC00469 0 0 0.999980729074914 0.903653931782669 0.903636517535446 0.792028312752625
SPATA31D5P 0 0 0.999980729074914 0.903653931782669 0.903636517535446 0.792126938983174
CST13P 0 0 0.999980729074914 0.903585988528469 0.903568575590575 0.792225459391422
KCNAB1-AS2 0 0 0.999980729074914 0.903585988528469 0.903568575590575 0.792323873118123
LNX1-AS1 0 0 0.999980729074914 0.903547234598391 0.903529822407322 0.792422180924288
NTRK3-AS1 0 0 0.999980729074914 0.903528200885514 0.903510789061241 0.792520382682815
ZRANB2-AS2 0 0 0.999980729074914 0.903515300644568 0.903497889068895 0.792618478472741
ARHGEF26-AS1 0 0 0.999980729074914 0.90348922538277 0.903471814309591 0.792716468665331
LINC00704 0 0 0.999980729074914 0.903449631377779 0.903432221067614 0.792814353636252
LINC00673 0 0 0.999980729074914 0.903431432306746 0.903414022347293 0.792912133232212
LOC100505495 0 0 0.999980729074914 0.903405359493999 0.903387950036993 0.793009807742764
TUBA4B 0 0 0.999980729074914 0.903391840864396 0.903374431667907 0.793107377148152
ZNF702P 0 0 0.999980729074914 0.903391840864396 0.903374431667907 0.793204841414094
LINC00272 0 0 0.999980729074914 0.903381703666021 0.903364294664885 0.793302200863464
MEG8 0 0 0.999980729074914 0.903362673481387 0.903345264846981 0.793399455799667
METTL21EP 0 0 0.999980729074914 0.903362673481387 0.903345264846981 0.793496606104417
GUSBP10 0 0 0.999980729074914 0.903342114428725 0.903324706190511 0.793593652256308
C6orf123 0 0 0.999980729074914 0.903336602676479 0.903319194544482 0.793690594196591
TMPRSS11GP 0 0 0.999980729074914 0.903304888596189 0.903287481075351 0.793787432487626
ZBED3-AS1 0 0 0.999980729074914 0.903304888596189 0.903287481075351 0.793884166819143
C21orf54 0 0 0.999980729074914 0.903265302765012 0.903247896007029 0.793980797953759
ESRG 0 0 0.999980729074914 0.903265302765012 0.903247896007029 0.794077325462493
NRADDP 0 0 0.999980729074914 0.903265302765012 0.903247896007029 0.794173749511946
RPS6KA2-IT1 0 0 0.999980729074914 0.903199651883443 0.903182246390614 0.794270071254051
LRRC3-AS1 0 0 0.999980729074914 0.903092165035526 0.903074761614067 0.794366291480912
PRR7-AS1 0 0 0.999980729074914 0.903061091261271 0.903043688438633 0.794462409209427
LINC00623 0 0 0.999980729074914 0.902937694279881 0.902920293835217 0.794558425987977
ZNF724P 0 0 0.999980729074914 0.902850786240551 0.902833387470685 0.794654341431751
FAM90A25P 0 0 0.999980729074914 0.902811220544965 0.902793822537567 0.79475015499423
NBLA00301 0 0 0.999980729074914 0.902782072129827 0.902764674684146 0.79484586668269
COL18A1-AS2 0 0 0.999980729074914 0.902771656603801 0.902754259358836 0.794941476380004
LSAMP-AS3 0 0 0.999980729074914 0.902742509481118 0.902725112797846 0.795036984529402
C14orf142 0 0 0.999980729074914 0.902714950209295 0.902697554057115 0.79513239126955
MIRLET7DHG 0 0 0.999980729074914 0.902703989861236 0.902686593920273 0.795227696514632
C18orf42 0 0 0.999980729074914 0.902626543600243 0.902609149151741 0.795322901419191
OR7E156P 0 0 0.999980729074914 0.902607112914605 0.902589718840549 0.795418005277916
DEXI 0 0 0.999980729074914 0.902491563938871 0.902474172091551 0.795513009685256
YTHDF3 0 0 0.999980729074914 0.90245464098145 0.90243724984567 0.79560791362807
FLJ31485 0 0 0.999980729074914 0.902441136746663 0.902423745871122 0.795702716917682
ATP6V0E2-AS1 0 0 0.999980729074914 0.902406655232253 0.902389265021203 0.795797420026746
SULT1C2P1 0 0 0.999980729074914 0.902354277066273 0.902336887864599 0.795892023381075
DGCR5 0 0 0.999980729074914 0.90232823570744 0.902310847007607 0.795986526747766
FONG 0 0 0.999980729074914 0.90232823570744 0.902310847007607 0.796080929898797
BANCR 0 0 0.999980729074914 0.902314733386556 0.902297344946924 0.796175233194082
EFCAB14-AS1 0 0 0.999980729074914 0.902233600204953 0.902216213328833 0.796269437796465
LINC00313 0 0 0.999980729074914 0.902231820929756 0.902214434087924 0.79636354268507
GSTTP1 0 0 0.999980729074914 0.902181316026299 0.902163930157744 0.796457548740883
SLC2A1-AS1 0 0 0.999980729074914 0.902027002909876 0.902009620015078 0.796551457659607
SSTR5-AS1 0 0 0.999980729074914 0.902027002909876 0.902009620015078 0.796645267308861
UQCR10 0 0 0.999980729074914 0.901938643815049 0.901921262623011 0.796738979154469
JAKMIP2-AS1 0 0 0.999980729074914 0.901900658242681 0.901883277782661 0.796832592605765
C9orf16 0 0 0.999980729074914 0.901796368538781 0.90177899008852 0.796926108799386
MIR17HG 0 0 0.999980729074914 0.901780042763639 0.901762664627991 0.79701952658862
CADM2-AS2 0 0 0.999980729074914 0.901657244380978 0.901639868611768 0.797112847702534
CYP4F35P 0 0 0.999980729074914 0.901534041492466 0.901516668097489 0.797206072299921
RPSAP58 0 0 0.999980729074914 0.901447270151828 0.901429898429016 0.797299199995445
DHRS4-AS1 0 0 0.999980729074914 0.901300624578793 0.901283255681976 0.797392231825554
A1BG-AS1 0 0 0.999980729074914 0.900994112675017 0.900976749684968 0.797485170299163
DEFA6 0 0 0.999980729074914 0.900977219951565 0.900959857287055 0.797578011294664
MTRNR2L2 0 0 0.999980729074914 0.900546071070323 0.90052871671445 0.797670761068612
GNG3 0 0 0.999980729074914 0.900507319628194 0.900489966019098 0.797763413986927
ZSWIM8-AS1 0 0 0.999980729074914 0.900378210847507 0.900360859726456 0.797855971531923
KRTAP6-2 0 0 0.999980729074914 0.900257946311398 0.900240597507957 0.797948433723638
NRARP 0 0 0.999980729074914 0.899821951716866 0.899804611315443 0.798040805353921
LINC00343 0 0 0.999980729074914 0.899551013156558 0.899533677976373 0.798133084139889
TMEM203 0 0 0.999980729074914 0.89938179328819 0.899364461369028 0.79822526873356
DEFB115 0 0 0.999980729074914 0.899043153360618 0.89902582796736 0.798317361769913
CTXN1 0 0 0.999980729074914 0.898690663011303 0.89867334441086 0.798409363595992
FGD5-AS1 0 0 0.999980729074914 0.898071424147583 0.898054117480446 0.79850127826687
LCE1F 0 0 0.999980729074914 0.897744700261692 0.897727399890827 0.798593101631922
MZT1 0 0 0.999980729074914 0.897644647386716 0.897627348943963 0.798684830513575
PYURF 0 0 0.999980729074914 0.897476465959387 0.897459170757644 0.798776466057431
EIF5AL1 0 0 0.999980729074914 0.897217540759429 0.897200250547415 0.798868009737705
S100A7L2 0 0 0.999980729074914 0.897042874068213 0.897025587222188 0.798959460465705
HIST1H2BK 0 0 0.999980729074914 0.897012987967006 0.896995701696914 0.799050816270133
C3orf36 0 0 0.999980729074914 0.896576236286346 0.896558958432863 0.799142083244775
TRIAP1 0 0 0.999980729074914 0.89633383166994 0.896316558487817 0.799233258690048
SMIM13 0 0 0.999980729074914 0.896282254889707 0.896264982701517 0.79932433996325
DIRC1 0 0 0.999980729074914 0.895544199055558 0.895526941090387 0.799415337227515
FGFR2 1 0 5.48331954289886 0.163232048106395 0.895053479409203 0.799506246755702
ASB16-AS1 0 0 0.999980729074914 0.895063348949093 0.895046100250348 0.799597061890902
MT1M 0 0 0.999980729074914 0.894824838995224 0.894807594892786 0.799687786147483
HRCT1 0 0 0.999980729074914 0.894481661214929 0.894464423725845 0.799778421191164
COX17 0 0 0.999980729074914 0.894344370422672 0.894327135579309 0.799868964164426
FAM24A 0 0 0.999980729074914 0.893943973810445 0.893926746683094 0.799959419037874
LCE2C 0 0 0.999980729074914 0.893581916897955 0.893564696747776 0.800049785391211
CDC42EP5 0 0 0.999980729074914 0.893545224814149 0.89352800537106 0.800140058633871
LCE2B 0 0 0.999980729074914 0.893393953305594 0.893376736777648 0.800230240574735
IAPP 0 0 0.999980729074914 0.893105700117427 0.893088489144385 0.800320333344207
PAXBP1-AS1 0 0 0.999980729074914 0.892894880845431 0.892877673935073 0.800410335957175
KRTAP6-3 0 0 0.999980729074914 0.892706780370497 0.892689577085008 0.80050024822404
EPHA1-AS1 0 0 0.999980729074914 0.892635870973113 0.892618669054114 0.800590068586181
DDX11L2 0 0 0.999980729074914 0.892437718763351 0.892420520662929 0.800679799029498
LCE2D 0 0 0.999980729074914 0.892201066488016 0.892183872948102 0.800769440250796
APOC1P1 0 0 0.999980729074914 0.891833632635915 0.891816446176791 0.800858994281099
LOC152578 0 0 0.999980729074914 0.891818671450716 0.891801485279908 0.800948456156474
LINC00847 0 0 0.999980729074914 0.891798157061124 0.891780971285647 0.801037826099722
C21orf37 0 0 0.999980729074914 0.891786613318167 0.891769427765149 0.801127104123296
PRR26 0 0 0.999980729074914 0.89174029894779 0.891723114287293 0.801216290871412
SPRR2B 0 0 0.999980729074914 0.89160907947905 0.891591897347274 0.801305387710729
SCGB3A1 0 0 0.994640716427986 0.896370623747579 0.891566719389293 0.801394393249931
PCCA-AS1 0 0 0.999980729074914 0.891574452994469 0.891557271529977 0.801483307402985
TOMM6 0 0 0.999980729074914 0.891440706567321 0.891423527680246 0.801572132102446
TMEM51-AS1 0 0 0.999980729074914 0.891398144440576 0.891380966373713 0.801660866172469
COX7C 0 0 0.999980729074914 0.891063628643278 0.891046457022843 0.801749513956684
HCG25 0 0 0.999980729074914 0.891040559111321 0.891023387935457 0.801838071105474
INHBA-AS1 0 0 0.999980729074914 0.890975807182108 0.890958637254074 0.801926538357883
S100A7 0 0 0.999980729074914 0.890915625746582 0.8908984569783 0.802014915786434
HBA1 0 0 0.999980729074914 0.890893233058483 0.890876064721729 0.802103202986135
C1orf145 0 0 0.999980729074914 0.89088061967944 0.890863451585758 0.802191399955125
SNHG16 0 0 0.999980729074914 0.890831717456884 0.890814550305592 0.802279507352892
FRMD6-AS2 0 0 0.999980729074914 0.890717436535761 0.890700271586769 0.802367526254978
DSCAM-AS1 0 0 0.999980729074914 0.890711767448361 0.890694602608618 0.802455455239489
MIR22HG 0 0 0.999980729074914 0.890683408237453 0.890666243944218 0.802543294769502
SMCO4 0 0 0.999980729074914 0.890611803186311 0.890594640272971 0.802631045601649
LINC00575 0 0 0.999980729074914 0.890592694587699 0.8905755320426 0.802718707120046
LINC00202-1 0 0 0.999980729074914 0.890428953647117 0.890411794257457 0.802806281531399
PARD6G-AS1 0 0 0.999980729074914 0.890422220974789 0.890405061714873 0.802893766722988
SMIM20 0 0 0.999980729074914 0.890320380247875 0.890303222950525 0.802981164191058
SNAI3-AS1 0 0 0.999980729074914 0.890297520859552 0.890280364002723 0.803068472941003
LINC00176 0 0 0.999980729074914 0.890033051701659 0.890015899941396 0.803155696559323
LINC00202-2 0 0 0.999980729074914 0.890020396995315 0.890003245478919 0.803242831581083
KRTAP19-3 0 0 0.999980729074914 0.889994836511978 0.889977685488157 0.803329878325629
TMEM44-AS1 0 0 0.999980729074914 0.889966350986404 0.889949200511525 0.803416836969313
RPL23AP82 0 0 0.999980729074914 0.889811810852185 0.889794663355437 0.803503709443282
MT1X 0 0 0.999980729074914 0.889809153750204 0.889792006304661 0.803590493714911
TPTE2P1 0 0 0.999980729074914 0.889780227162462 0.889763080274361 0.803677190292597
CBR3-AS1 0 0 0.999980729074914 0.889619685432225 0.889602541637912 0.80376380118309
LINC00652 0 0 0.999980729074914 0.889616637364902 0.889599493629328 0.803850324276284
SCGB2B2 0 0 0.999980729074914 0.889616045449111 0.889598901724943 0.803936759670755
FLJ43663 0 0 0.999980729074914 0.889510913224125 0.889493771525952 0.80402310898545
DIAPH3-AS1 0 0 0.999980729074914 0.889459581262813 0.889442440553855 0.804109371586936
KRTAP15-1 0 0 0.999980729074914 0.88917690018319 0.889159764921758 0.804195550891387
LINC00381 0 0 0.999980729074914 0.889089559676357 0.889072426098058 0.804281644253322
DEFB127 0 0 0.999980729074914 0.889073290659311 0.88905615739453 0.80436765079508
SMIM5 0 0 0.999980729074914 0.888932713339195 0.88891558278347 0.804453572410465
SERP1 0 0 0.999980729074914 0.888890508544652 0.888873378802252 0.804539407834334
PLAC4 0 0 0.999980729074914 0.888753339352616 0.888736212253594 0.804625158542087
NPS 0 0 0.999980729074914 0.888720438269817 0.888703311804828 0.804710823186072
BOD1L2 0 0 0.999980729074914 0.888639238645346 0.88862211374515 0.804796402579806
TCF3 1 0 4.0430869462569 0.21975417078463 0.888485219284847 0.804881897639796
C11orf83 0 0 0.999980729074914 0.888478450609695 0.888461328808032 0.804967306896332
SCGB1A1 0 0 0.999980729074914 0.888149984011343 0.888132868539535 0.805052634781638
SMR3B 0 0 0.999980729074914 0.888095756324441 0.888078641897652 0.805137877546473
DEFB126 0 0 0.999980729074914 0.888031245133026 0.888014131949426 0.805223035464417
C21orf49 0 0 0.999980729074914 0.887636025334875 0.887618919767527 0.805308113328319
DEFB121 0 0 0.999980729074914 0.887534748921253 0.887517645305595 0.805393107114702
KRTAP12-2 0 0 0.999980729074914 0.887255969258927 0.887238871015611 0.805478019451616
MAP3K14-AS1 0 0 0.999980729074914 0.887060811492276 0.887043717009831 0.805562849283968
SERP2 0 0 0.999980729074914 0.886886904768364 0.886869813637262 0.805647596436807
MT1A 0 0 0.999980729074914 0.886790812077027 0.88677372279772 0.805732259939616
S100A10 0 0 0.999980729074914 0.886731935491158 0.886714847346458 0.805816839394778
BCDIN3D-AS1 0 0 0.999980729074914 0.886665722750688 0.886648635881968 0.805901335031747
KRTAP1-4 0 0 0.999980729074914 0.886547324633214 0.886530240046135 0.805985747709655
KRTAP4-1 0 0 0.999980729074914 0.886430020876738 0.886412938550212 0.806070077537708
CCDC135 1 0 4.9112369987872 0.180470471279496 0.886333255736422 0.806154324112217
PET117 0 0 0.999980729074914 0.886312315526534 0.886295235468298 0.806238486973559
ANKRD12 0 1 0.248096720260692 3.5718189728264 0.886156572523144 0.806322567658517
S100A7A 0 0 0.999980729074914 0.886124883575365 0.886107807129116 0.806406565030268
C6orf147 0 0 0.999980729074914 0.885929461339129 0.885912388658848 0.80649048126803
SDCBP2-AS1 0 0 0.999980729074914 0.885862050162557 0.885844978781352 0.806574314700919
C19orf53 0 0 0.999980729074914 0.885832047637103 0.885814976834074 0.806658064929312
FLJ27352 0 0 0.999980729074914 0.885591620659465 0.885574554489687 0.806741735021026
MT1B 0 0 0.999980729074914 0.885504753186801 0.885487688691039 0.806825322948964
LINC00189 0 0 0.999980729074914 0.885337767948872 0.88532070667107 0.806908829955467
OR4S1 0 0 0.999980729074914 0.885301763408778 0.885284702824817 0.806992254331946
LEAP2 0 0 0.999980729074914 0.885289098691586 0.885272038351685 0.807075595875899
CTBP1-AS1 0 0 0.999980729074914 0.8851882473875 0.885171188991098 0.8071588559414
KRTAP5-11 0 0 0.999980729074914 0.885132929382358 0.885115872051984 0.807242034014912
NHLRC4 0 0 0.999980729074914 0.885123143671541 0.885106086529747 0.807325129583926
HMGA1P7 0 0 0.999980729074914 0.884892803610197 0.884875750907269 0.807408145844284
TOB1-AS1 0 0 0.999980729074914 0.884768886998018 0.884751836683078 0.807491081432038
TPM3P9 0 0 0.999980729074914 0.884743359085324 0.88472630926233 0.807573935097752
HSPB9 0 0 0.995837008644983 0.888169653603559 0.884472211013819 0.807656710143309
TMEM63B 1 0 4.47241078820626 0.197726069676636 0.884312207131411 0.807739405377158
FAM25A 0 0 0.999980729074914 0.884211110488251 0.88419407092218 0.807822020335981
MT4 0 0 0.999980729074914 0.88407151451925 0.884054477643323 0.807904555437101
IFITM3 0 0 0.999980729074914 0.883948079428182 0.883931044930964 0.807987010574675
DEFB113 0 0 0.999980729074914 0.883468499080509 0.883451473825247 0.80806939081022
KAAG1 0 0 0.938705379101841 0.940951391968495 0.883276133114192 0.808151692034529
OR10H4 0 0 0.999980729074914 0.88327483721081 0.883257815687592 0.8082339121875
TMEM14E 0 0 0.999980729074914 0.882887222244967 0.882870208191447 0.808316056507213
C16orf82 0 0 0.999980729074914 0.882886491066897 0.882869477027468 0.808398119746907
MT1G 0 0 0.999980729074914 0.88286684030621 0.88284982664547 0.808480102288526
C7orf66 0 0 0.999980729074914 0.882786244280132 0.882769232172552 0.808562005094831
HSBP1L1 0 0 0.999980729074914 0.882758237641001 0.882741226073134 0.808643827556323
FAM229A 0 0 0.999980729074914 0.882384475399588 0.882367471034465 0.808725574571796
