Gene yMis3 yLoF t.case t.control bfAll BF qvalue
GGT8P 0 0 0 0 0.98492130071693 0.991584482463728 0.740786144104209
LINC00523 0 0 0 0 0.98492130071693 0.991584482463728 0.740967902907125
LINC00651 0 0 0 0 0.98492130071693 0.991584482463728 0.741149352333356
LINC00675 0 0 0 0 0.98492130071693 0.991584482463728 0.741330493172127
LOC150622 0 0 0 0 0.98492130071693 0.991584482463728 0.741511326209983
MAPT-AS1 0 0 0 0 0.98492130071693 0.991584482463728 0.741691852230797
MGC39372 0 0 0 0 0.98492130071693 0.991584482463728 0.741872072015782
MIR210HG 0 0 0 0 0.98492130071693 0.991584482463728 0.742051986343504
PRSS30P 0 0 0 0 0.98492130071693 0.991584482463728 0.742231595989893
SLC25A3P1 0 0 0 0 0.98492130071693 0.991584482463728 0.74241090172825
TRAPPC2P1 0 0 0 0 0.98492130071693 0.991584482463728 0.742589904329265
ZNF876P 0 0 0 0 0.98492130071693 0.991584482463728 0.74276860456102
ADARB2-AS1 0 0 0 0 0.984910643990856 0.991573753642856 0.742947003588284
LINC00568 0 0 0 0 0.984910643990856 0.991573753642856 0.743125101774017
LINC00634 0 0 0 0 0.984910643990856 0.991573753642856 0.743302899878561
LOC100130776 0 0 0 0 0.984910643990856 0.991573753642856 0.743480398659697
LOC100132354 0 0 0 0 0.984910643990856 0.991573753642856 0.743657598872656
MORC2-AS1 0 0 0 0 0.984910643990856 0.991573753642856 0.743834501270131
NDUFB2-AS1 0 0 0 0 0.984910643990856 0.991573753642856 0.744011106602287
LINC00184 0 0 0 0 0.984876808932545 0.991539689683878 0.744187416877022
HSFY1P1 0 0 0 0 0.984821603238386 0.991484110512596 0.74436343363164
LINC00314 0 0 0 0 0.984821603238386 0.991484110512596 0.744539155550824
SMAD5-AS1 0 0 0 0 0.984699348229406 0.991361028425003 0.744714587916989
DEFB109P1 0 0 0 0 0.984665293609474 0.991326743419027 0.744889728182205
DLEU1 0 0 0 0 0.984665293609474 0.991326743419027 0.745064575815399
FAM172BP 0 0 0 0 0.984665293609474 0.991326743419027 0.745239131549373
FAM183B 0 0 0 0 0.984665293609474 0.991326743419027 0.745413396114482
FOXN3-AS1 0 0 0 0 0.984665293609474 0.991326743419027 0.74558737023865
LINC00398 0 0 0 0 0.984665293609474 0.991326743419027 0.745761054647374
MGC21881 0 0 0 0 0.984665293609474 0.991326743419027 0.745934450063737
NAGPA-AS1 0 0 0 0 0.984665293609474 0.991326743419027 0.746107557208418
UPK1A-AS1 0 0 0 0 0.984665293609474 0.991326743419027 0.746280376799703
ACVR2B-AS1 0 0 0 0 0.984543058967695 0.991203681836421 0.746452914057357
KCNQ1DN 0 0 0 0 0.984543058967695 0.991203681836421 0.746625165183572
LINC00424 0 0 0 0 0.984543058967695 0.991203681836421 0.746797130889528
LINC00641 0 0 0 0 0.984543058967695 0.991203681836421 0.74696881188405
SERTAD4-AS1 0 0 0 0 0.984543058967695 0.991203681836421 0.747140208873619
IGIP 0 0 0 0 0.984128538289403 0.990786356846135 0.747311337773098
KRTAP21-3 0 0 0 0 0.9838762334109 0.990532345076675 0.747482193299363
PECAM1 0 0 0 0 0.983178936627345 0.989830330946469 0.747652792432623
SPHAR 0 0 0 0 0.983178137396028 0.989829526308198 0.747823110310503
KRTAP22-2 0 0 0 0 0.9827976181848 0.98944643281143 0.747993161517582
LIMD1-AS1 0 0 0 0 0.98210912114927 0.988753277961233 0.748162957969624
BRWD1-AS1 0 0 0 0 0.981935428332013 0.988578410078712 0.748332481494711
LINC00473 0 0 0 0 0.981906409839686 0.98854919527071 0.748501727486255
FAM74A2 0 0 0 0 0.981784534655111 0.988426495577107 0.748670700013599
AOAH-IT1 0 0 0 0 0.981717582007649 0.988359089982127 0.748839397748817
FLJ38109 0 0 0 0 0.981710588054454 0.988352048713496 0.74900781918497
FLVCR1-AS1 0 0 0 0 0.981676641919606 0.988317872926526 0.74917596598126
LINC00663 0 0 0 0 0.981676641919606 0.988317872926526 0.749343837578211
LINC00550 0 0 0 0 0.981669668943509 0.988310852776907 0.749511434904097
THAP7-AS1 0 0 0 0 0.981581486558055 0.98822207382068 0.749678761577766
LINC00310 0 0 0 0 0.981470271241013 0.988110106110661 0.749845819097127
XXYLT1-AS2 0 0 0 0 0.981340631545381 0.987979589377591 0.750012608788277
CDRT15P2 0 0 0 0 0.981314519885434 0.98795330106725 0.750179127558739
LINC00311 0 0 0 0 0.981314519885434 0.98795330106725 0.750345375125991
MAGI2-AS2 0 0 0 0 0.981225820346282 0.987864001458681 0.750511355357444
KDM5B-AS1 0 0 0 0 0.981070109708265 0.987707237408295 0.750677071324861
NDFIP2-AS1 0 0 0 0 0.981063120596682 0.98770020101403 0.750842518306479
OCLM 0 0 0 0 0.98102491530033 0.987661737251511 0.751007698082653
MBNL1-AS1 0 0 0 0 0.980871161351901 0.987506943128094 0.751172615465778
CECR5-AS1 0 0 0 0 0.980615519307777 0.987249571616447 0.751337274761133
LINC00339 0 0 0 0 0.980608533595394 0.987242538644378 0.751501667652996
ZNF503-AS2 0 0 0 0 0.980608533595394 0.987242538644378 0.751665794536942
HIST1H4I 0 0 0 1 0.763013354959816 0.987187898567557 0.751829658006842
LINC00608 0 0 0 0 0.980459910323865 0.987092909907875 0.751993260138913
UBAC2-AS1 0 0 0 0 0.980449304259894 0.987082232091844 0.752156598563818
LINC00161 0 0 0 0 0.980338223584947 0.986970399934799 0.752319677518569
MMP24-AS1 0 0 0 0 0.980331239946004 0.986963369050197 0.752482493904653
NEBL-AS1 0 0 0 0 0.980327618902655 0.986959723509794 0.752645048236038
ZNF137P 0 0 0 0 0.98020594939758 0.986837230887152 0.752807345363548
HIST1H4D 0 0 0 0 0.979620100424423 0.986247418533184 0.752969402481819
SLN 0 0 0 0 0.979535651613452 0.986162398409788 0.753131202280413
HIST1H4A 0 0 0 1 0.762142578331976 0.986061286374242 0.753292745948737
KRTAP23-1 0 0 0 0 0.979430908971455 0.986056947163703 0.753454030678906
KRTAP20-3 0 0 0 0 0.979414900122618 0.986040830011929 0.75361505750977
HIST1H4J 0 0 0 0 0.97913015097264 0.985754154479267 0.753775836618723
HIST1H4K 0 0 0 0 0.97913015097264 0.985754154479267 0.753936358481102
SMIM3 0 0 0 0 0.978516024593385 0.985135873417119 0.754096645521622
KRTAP7-1 0 0 0 0 0.978265627424073 0.984883782262869 0.754256685397493
KLHL7-AS1 0 0 0 0 0.978151437282212 0.984768819602769 0.75441647387133
FAM225A 0 0 0 0 0.978034681483833 0.984651273928992 0.754576011635514
FAM225B 0 0 0 0 0.978034681483833 0.984651273928992 0.754735295156248
LRP4-AS1 0 0 0 0 0.9779288763404 0.984544752993444 0.754894328783313
FAM138D 0 0 0 0 0.977871035269545 0.984486520616637 0.755053111417906
TPRG1-AS2 0 0 0 0 0.977812507084857 0.984427596477539 0.755211643682856
DSCR10 0 0 0 0 0.977803908044604 0.984418939263127 0.755369924412862
CRHR1-IT1 0 0 0 0 0.977798093316565 0.984413085197337 0.755527954108641
LINC00338 0 0 0 0 0.977792558001792 0.984407512435096 0.755685733357575
STK4-AS1 0 0 0 0 0.977792558001792 0.984407512435096 0.755843262560157
LINC00667 0 0 0 0 0.977757324777475 0.984372040851251 0.756000543549696
FTLP10 0 0 0 0 0.977718926963595 0.984333383268786 0.75615757702654
LINC00330 0 0 0 0 0.977718926963595 0.984333383268786 0.756314362229113
LINC00870 0 0 0 0 0.977718926963595 0.984333383268786 0.756470899745742
HCG23 0 0 0 0 0.977694002732978 0.984308290420962 0.756627191036878
DDX11L1 0 0 0 0 0.977671218721565 0.984285352271336 0.756783236610087
DDX11L10 0 0 0 0 0.977671218721565 0.984285352271336 0.756939036248586
DDX11L5 0 0 0 0 0.977671218721565 0.984285352271336 0.757094590533325
LINC00111 0 0 0 0 0.977669242037116 0.984283362214237 0.757249900112516
KRTAP22-1 0 0 0 0 0.977668726074888 0.984282842761425 0.757404965512278
GRIK1-AS2 0 0 0 0 0.977660644319291 0.984274706331199 0.757559787572102
SNRK-AS1 0 0 0 0 0.977604560474027 0.984218243067952 0.757714368538983
SBF2-AS1 0 0 0 0 0.97759759727414 0.98421123276068 0.757868707268554
C14orf64 0 0 0 0 0.977595620745932 0.98420924286088 0.758022804156711
SMIM2-IT1 0 0 0 0 0.977593986828513 0.984207597889696 0.758176659759681
PMAIP1 0 0 0 0 0.977593958037542 0.984207568903948 0.75833027458806
STARD13-AS 0 0 0 0 0.97757810472844 0.984191608344165 0.7584836497563
LINC00462 0 0 0 0 0.97756622879477 0.984179652067524 0.758636785688051
CACNA1C-IT3 0 0 0 0 0.977563800404648 0.984177207248876 0.75878968261592
CSNK1G2-AS1 0 0 0 0 0.977556837509487 0.984170197248392 0.758942341256344
LINC00433 0 0 0 0 0.977544308566277 0.984157583544476 0.759094762359249
LINC00474 0 0 0 0 0.977544308566277 0.984157583544476 0.759246946046106
ZNF32-AS2 0 0 0 0 0.977544308566277 0.984157583544476 0.759398892871194
KTN1-AS1 0 0 0 0 0.977517720171922 0.984130815274526 0.759550604305643
LOC728431 0 0 0 0 0.977493144246028 0.984106073087774 0.759702080828679
LINC00636 0 0 0 0 0.977483245681256 0.98409610755731 0.759853322481169
FAM138B 0 0 0 0 0.977481269395718 0.984094117901821 0.760004329536683
FAM138C 0 0 0 0 0.977481269395718 0.984094117901821 0.760155102472732
FAM138E 0 0 0 0 0.977481269395718 0.984094117901821 0.760305641833357
LINC00649 0 0 0 0 0.977465711199124 0.98407845445104 0.760455948695927
LINC00570 0 0 0 0 0.97744945296127 0.984062086223084 0.760606023623937
TP53TG1 0 0 0 0 0.977442490921005 0.98405507708328 0.760755866835919
RAB11B-AS1 0 0 0 0 0.977419536873674 0.98403196774741 0.760905479417326
ZNF271 0 0 0 0 0.977418470415237 0.984030894074177 0.76105486115168
ELK2AP 0 0 0 0 0.977416039779001 0.98402844699422 0.761204012619668
CIDECP 0 0 0 0 0.977413781250051 0.984026173185888 0.7613529343476
LAMTOR5-AS1 0 0 0 0 0.977411805111928 0.984024183678812 0.761501626856397
MT1HL1 0 0 0 0 0.977397020332007 0.984009298877015 0.761650091112777
DLG1-AS1 0 0 0 0 0.977392807024621 0.984005057065795 0.761798327282057
DEFB122 0 0 0 0 0.977390150479342 0.984002382548477 0.761946335836659
FLJ41200 0 0 0 0 0.977378805477654 0.983990960795674 0.762094117596896
PCDH9-AS3 0 0 0 0 0.977378805477654 0.983990960795674 0.762241672697991
NRG1-IT3 0 0 0 0 0.977366932085311 0.983979007077552 0.762389002065236
REREP3 0 0 0 0 0.977361272962007 0.983973309669191 0.762536106005756
SPATA13-AS1 0 0 0 0 0.977361272962007 0.983973309669191 0.762682984844607
COL4A2-AS1 0 0 0 0 0.97735997066199 0.983971998558865 0.762829639142314
HIGD2B 0 0 0 0 0.977345790309734 0.983957722273802 0.762976069850586
OR7E91P 0 0 0 0 0.977338055288033 0.983949934923194 0.763122277262863
RNASEH2B-AS1 0 0 0 0 0.977338055288033 0.983949934923194 0.763268261627982
MT1JP 0 0 0 0 0.977328158371717 0.983939971052339 0.763414023791108
MT1L 0 0 0 0 0.977328158371717 0.983939971052339 0.763559563925044
EIF1B-AS1 0 0 0 0 0.9773261824153 0.983937981728197 0.763704882603518
MED4-AS1 0 0 0 0 0.9773261824153 0.983937981728197 0.763849980264991
LINC00488 0 0 0 0 0.977319221296629 0.983930973516222 0.763994857648315
LINC00525 0 0 0 0 0.977319221296629 0.983930973516222 0.764139515020427
FLI1-AS1 0 0 0 0 0.977317587864103 0.983929329033211 0.764283952937174
IGF2-AS 0 0 0 0 0.977317587864103 0.983929329033211 0.764428171842675
CRYM-AS1 0 0 0 0 0.977298246180758 0.983909856499664 0.764572172885701
LINC00240 0 0 0 0 0.977295898883902 0.983907493322894 0.764715955989442
MAGI1-AS1 0 0 0 0 0.977269540956885 0.983880957079438 0.764859522455413
LINC00290 0 0 0 0 0.977264460173862 0.983875841923943 0.765002872060316
LINC00599 0 0 0 0 0.977264460173862 0.983875841923943 0.76514600512503
MGC34034 0 0 0 0 0.977264460173862 0.983875841923943 0.765288922139835
DSCR9 0 0 0 0 0.977250559484755 0.983861847194004 0.765431624059298
SPAG5-AS1 0 0 0 0 0.97723575599161 0.983846943552385 0.76557411139992
C12orf36 0 0 0 0 0.977228118235806 0.983839254125696 0.765716384406706
KCNMB2-IT1 0 0 0 0 0.977223735561016 0.98383484180127 0.765858443454657
LINC00443 0 0 0 0 0.97720687958103 0.983817871787342 0.766000289443071
C1orf213 0 0 0 0 0.977201294958625 0.983812249383894 0.766141922475924
LINC00284 0 0 0 0 0.977194683377793 0.983805593074448 0.766283343067101
DLX6-AS1 0 0 0 0 0.97718852385044 0.983799391876709 0.766424551679648
FLJ16341 0 0 0 0 0.977174716356983 0.983785490972908 0.766565549045002
HOXD-AS2 0 0 0 0 0.977174716356983 0.983785490972908 0.766706335178348
KRTAP19-2 0 0 0 0 0.977168033166925 0.983778762569785 0.766846910776267
DNAJC27-AS1 0 0 0 0 0.977167756370696 0.983778483900977 0.766987276098271
C5orf27 0 0 0 0 0.977167737834986 0.983778465239869 0.767127431607256
DLGAP1-AS5 0 0 0 0 0.977150149482587 0.983760757898889 0.767267378356298
EPN2-AS1 0 0 0 0 0.977150149482587 0.983760757898889 0.767407116229595
LINC00700 0 0 0 0 0.977143189679961 0.983753751011861 0.767546645925025
LINC00359 0 0 0 0 0.97713958099583 0.983750117914289 0.767685967797015
ADPGK-AS1 0 0 0 0 0.977121448824518 0.983731863075356 0.767825082790283
LINC00317 0 0 0 0 0.977113812006446 0.983724174592743 0.767963991019653
C1orf220 0 0 0 0 0.977109409299561 0.9837197421007 0.768102692839473
FAM99A 0 0 0 0 0.977109409299561 0.9837197421007 0.768241188564464
FAM99B 0 0 0 0 0.977109409299561 0.9837197421007 0.768379478653635
PCED1B-AS1 0 0 0 0 0.977109409299561 0.9837197421007 0.768517563564631
TPRXL 0 0 0 0 0.977109409299561 0.9837197421007 0.768655443753744
UCA1 0 0 0 0 0.977109409299561 0.9837197421007 0.768793119675909
C8orf69 0 0 0 0 0.977095510925377 0.983705749701346 0.768930592241796
CTSL1P8 0 0 0 0 0.977091902426065 0.983702116789843 0.769067861564485
LINC00838 0 0 0 0 0.977091902426065 0.983702116789843 0.769204927976128
PCA3 0 0 0 0 0.9770807098975 0.983690848541673 0.76934179229358
PRKAG2-AS1 0 0 0 0 0.9770807098975 0.983690848541673 0.769478454597281
MIR143HG 0 0 0 0 0.977080032692062 0.98369016675481 0.769614915356351
WDR11-AS1 0 0 0 0 0.977070142199063 0.983680209350726 0.769751175318016
EZR-AS1 0 0 0 0 0.977069630537081 0.983679694227253 0.769887234619012
HOTAIRM1 0 0 0 0 0.977069630537081 0.983679694227253 0.770023093685569
LOC284889 0 0 0 0 0.977069465001305 0.983679527571595 0.77015875296479
MCM3AP-AS1 0 0 0 0 0.977069465001305 0.983679527571595 0.770294212891652
ISM1-AS1 0 0 0 0 0.977066535812044 0.983676578565807 0.770429474000815
ABCC5-AS1 0 0 0 0 0.977035852825884 0.983645688003353 0.770564537634591
HLTF-AS1 0 0 0 0 0.977035852825884 0.983645688003353 0.770699403227849
LINC00051 0 0 0 0 0.977035852825884 0.983645688003353 0.770834071215842
LINC00489 0 0 0 0 0.977035852825884 0.983645688003353 0.77096854203255
SEC24B-AS1 0 0 0 0 0.977035852825884 0.983645688003353 0.771102816110681
LOC645638 0 0 0 0 0.977028893877755 0.983638681976603 0.771236894107698
OPA1-AS1 0 0 0 0 0.977028893877755 0.983638681976603 0.771370776227437
ST8SIA6-AS1 0 0 0 0 0.977028893877755 0.983638681976603 0.771504462898825
ZNF788 0 0 0 0 0.977028893877755 0.983638681976603 0.771637954549541
ZNRF3-AS1 0 0 0 0 0.977028893877755 0.983638681976603 0.771771251606014
ARHGEF3-AS1 0 0 0 0 0.977025285636682 0.983635049325087 0.771904354610195
DPY19L2P4 0 0 0 0 0.977025285636682 0.983635049325087 0.772037263869101
GRID1-AS1 0 0 0 0 0.977025285636682 0.983635049325087 0.772169979805448
MTUS2-AS1 0 0 0 0 0.977025285636682 0.983635049325087 0.772302502840726
TMEM30C 0 0 0 0 0.977019680427965 0.983629406196057 0.772434833576056
LINC00595 0 0 0 0 0.977018326767548 0.983628043377867 0.772566972293008
LOC728228 0 0 0 0 0.977018326767548 0.983628043377867 0.7726989193657
FLJ41649 0 0 0 0 0.976995117644747 0.983604677240892 0.772830675957999
IPW 0 0 0 0 0.976995117644747 0.983604677240892 0.772962241736985
LINC00619 0 0 0 0 0.976995117644747 0.983604677240892 0.77309361711687
MIR155HG 0 0 0 0 0.976995117644747 0.983604677240892 0.773224802510666
MYCNOS 0 0 0 0 0.976995117644747 0.983604677240892 0.773355798330195
TUBA3FP 0 0 0 0 0.976995117644747 0.983604677240892 0.773486604986085
VAV3-AS1 0 0 0 0 0.976995117644747 0.983604677240892 0.773617222887782
SGOL1-AS1 0 0 0 0 0.976991734857201 0.983601271568139 0.773747652551913
FLJ42289 0 0 0 0 0.976990983792217 0.983600515422056 0.77387789430109
KIRREL3-AS3 0 0 0 0 0.976989630173534 0.983599152645883 0.774007948560449
MYLK-AS1 0 0 0 0 0.976988159001152 0.983597671520738 0.774137815738404
SH3BP5-AS1 0 0 0 0 0.976988159001152 0.983597671520738 0.774267496191444
UCHL1-AS1 0 0 0 0 0.976988159001152 0.983597671520738 0.774396990321994
KIRREL3-AS2 0 0 0 0 0.976986751470804 0.983596254468177 0.774526298576217
DLGAP1-AS3 0 0 0 0 0.976984550917983 0.983594039028193 0.774655421379411
FLJ41350 0 0 0 0 0.976984550917983 0.983594039028193 0.774784359060306
LINC00626 0 0 0 0 0.976984550917983 0.983594039028193 0.774913112016729
LINC00705 0 0 0 0 0.976984550917983 0.983594039028193 0.77504168064537
ABCA11P 0 0 0 0 0.976981220976932 0.983590686559451 0.775170065447613
GATA3-AS1 0 0 0 0 0.976981220976932 0.983590686559451 0.775298266711896
LINC00324 0 0 0 0 0.97697065440793 0.983580048505581 0.775426285166862
LINC00112 0 0 0 0 0.976966421766258 0.983575787229275 0.775554121003092
A2M-AS1 0 0 0 0 0.976959463337198 0.983568781725106 0.775681774697737
AIRN 0 0 0 0 0.976955855365261 0.983565149344546 0.775809246534162
LINC00574 0 0 0 0 0.976955855365261 0.983565149344546 0.775936536786774
ADIPOQ-AS1 0 0 0 0 0.976939172766959 0.983548353885263 0.776063646370861
LINC00319 0 0 0 0 0.976939172766959 0.983548353885263 0.776190575144729
DPH3P1 0 0 0 0 0.976932942337884 0.983542081306138 0.776317323690649
DANCR 0 0 0 0 0.976914612108209 0.983523627068939 0.776443892774454
EPB41L4A-AS1 0 0 0 0 0.976914612108209 0.983523627068939 0.776570282200228
FAM41C 0 0 0 0 0.976914612108209 0.983523627068939 0.77669649235022
HOXC-AS5 0 0 0 0 0.976914612108209 0.983523627068939 0.776822523605598
IL21R-AS1 0 0 0 0 0.976914612108209 0.983523627068939 0.776948376346451
LINC00864 0 0 0 0 0.976914612108209 0.983523627068939 0.777074050951789
SETD5-AS1 0 0 0 0 0.976914612108209 0.983523627068939 0.777199547799552
HOTTIP 0 0 0 0 0.9769053997896 0.983514352427226 0.777324867555881
LINC00612 0 0 0 0 0.976904046295375 0.983512989776353 0.777450010349374
WASH5P 0 0 0 0 0.976904046295375 0.983512989776353 0.777574976512248
KRTAP19-6 0 0 0 0 0.976897461808212 0.98350636074387 0.77769976662451
PRICKLE2-AS1 0 0 0 0 0.976882366948097 0.983491163764127 0.777824381324835
DDX11-AS1 0 0 0 0 0.976880840022059 0.983489626508141 0.777948820559275
LINC00471 0 0 0 0 0.976880840022059 0.983489626508141 0.778073084650527
LINC00605 0 0 0 0 0.976880840022059 0.983489626508141 0.778197173968093
RSBN1L-AS1 0 0 0 0 0.976880840022059 0.983489626508141 0.778321088880433
DIAPH3-AS2 0 0 0 0 0.976873882232812 0.983482621648113 0.778444829972072
EFCAB6-AS1 0 0 0 0 0.976873882232812 0.983482621648113 0.778568397392003
HTA 0 0 0 0 0.976873882232812 0.983482621648113 0.778691791505594
KRT18P55 0 0 0 0 0.976873882232812 0.983482621648113 0.77881501267719
PSORS1C3 0 0 0 0 0.976873882232812 0.983482621648113 0.778938061270115
SCGB1B2P 0 0 0 0 0.976873882232812 0.983482621648113 0.779060937646674
ZNF833P 0 0 0 0 0.976873882232812 0.983482621648113 0.779183642168162
LINC00327 0 0 0 0 0.976870499885876 0.983479216418951 0.779306175299879
ATPBD4-AS1 0 0 0 0 0.976870274592623 0.983478989601546 0.779428537302929
BPESC1 0 0 0 0 0.976870274592623 0.983478989601546 0.779550728528583
HOXA-AS4 0 0 0 0 0.976870274592623 0.983478989601546 0.779672749334119
LINC00200 0 0 0 0 0.976870274592623 0.983478989601546 0.779794600075814
LZTS1-AS1 0 0 0 0 0.976870274592623 0.983478989601546 0.779916281108955
PRKCQ-AS1 0 0 0 0 0.976870274592623 0.983478989601546 0.780037792787839
SHANK2-AS3 0 0 0 0 0.976870274592623 0.983478989601546 0.78015913546578
ZRANB2-AS1 0 0 0 0 0.976866924495581 0.983475616840454 0.780280309598546
CXADRP3 0 0 0 0 0.976863316882359 0.983471984821036 0.780401315545219
KRTAP3-1 0 0 0 0 0.976862527934965 0.983471190536261 0.780522153569033
MIR7-3HG 0 0 0 0 0.976859709283124 0.983468352815699 0.780642824081883
LINC00441 0 0 0 0 0.976829771940912 0.983438212941618 0.780763328267039
LINC00662 0 0 0 0 0.976815765153595 0.983424111395695 0.780883665979878
NBEAP1 0 0 0 0 0.976815765153595 0.983424111395695 0.78100383713533
KRTAP8-1 0 0 0 0 0.976811219580295 0.983419535070719 0.781123842218621
SLC6A1-AS1 0 0 0 0 0.976805200462907 0.983413475232845 0.781243681619309
LINC00583 0 0 0 0 0.976799596579495 0.983407833438086 0.781363355667918
LINC00518 0 0 0 0 0.976793387182058 0.983401582032883 0.781482864725359
WWTR1-AS1 0 0 0 0 0.976793387182058 0.983401582032883 0.78160220894272
CETN4P 0 0 0 0 0.976784176063342 0.98339230859918 0.781721388942874
DLGAP1-AS1 0 0 0 0 0.97677503960392 0.983383110329855 0.781840405062828
SYNJ2-IT1 0 0 0 0 0.97677503960392 0.983383110329855 0.781959257361557
KRTAP3-2 0 0 0 0 0.976771703470737 0.98337975162709 0.782077946279015
COX8A 0 0 0 0 0.976765487172212 0.983373493274112 0.782196472240025
FAM95A 0 0 0 0 0.976763047519115 0.983371037116293 0.782314835465099
DNAJB8-AS1 0 0 0 0 0.976759619494687 0.983367585900622 0.782433036319454
IGLL3P 0 0 0 0 0.976759619494687 0.983367585900622 0.782551075032719
LINC00307 0 0 0 0 0.976759619494687 0.983367585900622 0.78266895193829
LINC00637 0 0 0 0 0.976759619494687 0.983367585900622 0.782786667368648
TINCR 0 0 0 0 0.976759619494687 0.983367585900622 0.782904221655364
FAM95C 0 0 0 0 0.976752662611681 0.983360581952967 0.78302161534053
NUDT16P1 0 0 0 0 0.976752662611681 0.983360581952967 0.783138848542189
WAC-AS1 0 0 0 0 0.976752662611681 0.983360581952967 0.783255921589202
LINC00648 0 0 0 0 0.97674928070529 0.983357177167329 0.783372834912099
CECR3 0 0 0 0 0.97674905544138 0.983356950379466 0.783489588742064
FLJ33630 0 0 0 0 0.97674905544138 0.983356950379466 0.783606183398438
LRRC2-AS1 0 0 0 0 0.97674905544138 0.983356950379466 0.783722619206506
SAA3P 0 0 0 0 0.97674905544138 0.983356950379466 0.783838896490669
SIGLEC16 0 0 0 0 0.97674905544138 0.983356950379466 0.783955015574445
PCGEM1 0 0 0 0 0.976742098637353 0.983349946511323 0.784070976990606
PTCHD3P1 0 0 0 0 0.976742098637353 0.983349946511323 0.784186780850495
SH3PXD2A-AS1 0 0 0 0 0.976742098637353 0.983349946511323 0.784302427475
LINC00606 0 0 0 0 0.97673939372649 0.983347223301219 0.784417917265676
CHODL-AS1 0 0 0 0 0.976727379704362 0.983335128001924 0.784533250821929
COX10-AS1 0 0 0 0 0.976727379704362 0.983335128001924 0.78464842809965
ERVK13-1 0 0 0 0 0.976727379704362 0.983335128001924 0.784763449416264
LOC285758 0 0 0 0 0.976716816017051 0.98332449284924 0.784878315405905
CNTN4-AS2 0 0 0 0 0.976704951065745 0.983312547629259 0.78499302642273
LINC00499 0 0 0 0 0.976699143197112 0.983306700469279 0.78510758259903
TBX5-AS1 0 0 0 0 0.976694553102125 0.983302079321418 0.785221984211924
ARHGEF38-IT1 0 0 0 0 0.976660789001033 0.983268086799698 0.785336232448968
STAU2-AS1 0 0 0 0 0.976660789001033 0.983268086799698 0.78545032660882
FLJ35424 0 0 0 0 0.976653832856882 0.983261083595897 0.785564267211232
HM13-AS1 0 0 0 0 0.976653832856882 0.983261083595897 0.785678054358288
OGFR-AS1 0 0 0 0 0.976653832856882 0.983261083595897 0.785791688359788
PSMD6-AS2 0 0 0 0 0.976650226069675 0.983257452408081 0.785905169632476
TUG1 0 0 0 0 0.976650226069675 0.983257452408081 0.786018498376571
FAM90A10P 0 0 0 0 0.976638414756082 0.983245561188684 0.78613167525184
LRRC37A5P 0 0 0 0 0.976638414756082 0.983245561188684 0.786244700211839
FLJ14186 0 0 0 0 0.976627852078726 0.983234927052787 0.786357573877007
DEFB4A 0 0 0 0 0.976625606085936 0.983232665865424 0.78647029630388
DEFB4B 0 0 0 0 0.976625606085936 0.983232665865424 0.786582867729512
C1orf180 0 0 0 0 0.976620070233349 0.983227092561731 0.786695288621758
HOXD-AS1 0 0 0 0 0.976620070233349 0.983227092561731 0.78680755911816
ZNF826P 0 0 0 0 0.976620070233349 0.983227092561731 0.786919679520316
COX8C 0 0 0 0 0.976618665703638 0.983225678530107 0.787031650170704
HTT-AS1 0 0 0 0 0.976617289521273 0.983224293037604 0.787143471368386
BHLHE40-AS1 0 0 0 0 0.976606179164925 0.983213107517562 0.787255143701001
LINC00701 0 0 0 0 0.976591385917295 0.983198214190771 0.787366667575375
SHANK2-AS1 0 0 0 0 0.976591385917295 0.983198214190771 0.787478042850316
LINC00460 0 0 0 0 0.976583753447586 0.983190530085938 0.787589270048413
CYP1B1-AS1 0 0 0 0 0.976577946335414 0.983184683687537 0.787700349411267
DEFB108B 0 0 0 0 0.976569532766011 0.983176213198722 0.787811281310765
EPN2-IT1 0 0 0 0 0.976564147897414 0.983170791900455 0.787922065951436
OSTCP1 0 0 0 0 0.976539597134866 0.983146075047283 0.788032704192091
FAM90A27P 0 0 0 0 0.976529035579299 0.983135442040764 0.788143195911711
HIST1H4G 0 0 0 0 0.976518487918366 0.983124823022879 0.788253541401373
C21orf90 0 0 0 0 0.976505838656449 0.983112088186276 0.788363741013676
NAV2-AS5 0 0 0 0 0.976505838656449 0.983112088186276 0.788473794666227
NEGR1-IT1 0 0 0 0 0.976505838656449 0.983112088186276 0.788583702648821
CDRT7 0 0 0 0 0.976498883670689 0.983105086148702 0.788693465454872
SUGT1P3 0 0 0 0 0.976418421053564 0.98302407918652 0.78880308553098
DENND5B-AS1 0 0 0 0 0.976384666972064 0.982990096752176 0.78891256178916
HERC2P7 0 0 0 0 0.976384666972064 0.982990096752176 0.789021893524227
LINC00609 0 0 0 0 0.976384666972064 0.982990096752176 0.789131081022177
MIR497HG 0 0 0 0 0.976384666972064 0.982990096752176 0.78924012456825
RNF216-IT1 0 0 0 0 0.976384666972064 0.982990096752176 0.789349024446938
LINC00221 0 0 0 0 0.976377712892164 0.98298309562659 0.789457781145399
HBBP1 0 0 0 0 0.976374107175282 0.982979465516341 0.789566394848346
LINC00254 0 0 0 0 0.976374107175282 0.982979465516341 0.789674865732485
KCNAB1-AS1 0 0 0 0 0.976263511069791 0.982868121206958 0.789783197308104
